FID IID PC1 PC2 PC3 PC4 PC5 PC6 PC7 PC8 PC9 PC10 y.null y
NA20762 NA20762 -0.0123894 0.0249534 0.005443 -0.0189365 -0.00190166 -0.0122908 -0.019755 -0.0222661 -0.0164108 -0.00184624 1.86833910434066 -1.59435057775539
NA20763 NA20763 -0.0126705 0.0247155 0.00563427 -0.0193861 -0.00138425 -0.0112085 -0.0193415 -0.0210181 -0.0169169 -0.00127465 0.0325778068971891 -5.10857818033336
NA20764 NA20764 -0.0122295 0.0246154 0.00544518 -0.0193684 -0.00123551 -0.0118581 -0.0214826 -0.0239133 -0.0187132 -0.00107838 0.785544295493347 -6.854217118977
NA20765 NA20765 -0.0121496 0.0250208 0.00568112 -0.0194028 -0.00276779 -0.00999933 -0.0206046 -0.0245067 -0.0203407 -0.00103442 -0.314713869810698 -15.549210150539
NA20766 NA20766 -0.0119855 0.0250964 0.00506556 -0.0189178 -0.00219085 -0.00763362 -0.0181534 -0.0218016 -0.0130269 -0.00194266 0.858627835367697 -7.82191932959411
NA20767 NA20767 -0.0124398 0.0247291 0.005913 -0.0198848 -0.000260074 -0.0120156 -0.0160103 -0.0202026 -0.0179766 -0.00176827 0.46370545966524 -6.37564787227719
NA20768 NA20768 -0.0122569 0.0249307 0.00572041 -0.0191678 -0.00188266 -0.00685574 -0.0221033 -0.0260181 -0.0130093 -0.00258591 -1.70593557685495 -5.12101949219178
NA20769 NA20769 -0.0123292 0.0242489 0.00563887 -0.0191826 0.00200144 -0.0045447 -0.0213774 -0.0212308 0.00579262 -0.00204236 0.147786617370346 -0.138702301975328
NA20770 NA20770 -0.0122114 0.0251664 0.00559795 -0.0194065 -0.00180827 -0.00943145 -0.0203886 -0.023969 -0.0190386 -0.00304831 2.1665124645958 1.78675822449127
NA20771 NA20771 -0.0122097 0.0251954 0.00536826 -0.0198714 -0.000671376 -0.0081423 -0.0202422 -0.0227286 -0.0155325 -0.000450346 -0.934719587654686 -12.3150341179862
NA20772 NA20772 -0.0122508 0.0250877 0.00553387 -0.0192781 -0.00192959 -0.00980939 -0.0237542 -0.0262698 -0.0123114 -0.000197773 2.72677568598284 -3.53514813114988
NA20773 NA20773 -0.0122994 0.0247122 0.00558589 -0.0190321 -0.00119806 -0.00733355 -0.0183114 -0.0220165 -0.00928923 -0.00174854 0.351443546842717 -1.44073034750141
NA20774 NA20774 -0.0121438 0.0247739 0.00504552 -0.0189151 -0.00110708 -0.00816177 -0.0201588 -0.0239172 -0.0155694 -0.00109776 1.27016078640145 -7.99963287602336
NA20775 NA20775 -0.0122039 0.024589 0.00518362 -0.0193825 -0.000482037 -0.00647999 -0.0203695 -0.0230885 -0.00971699 -0.00258235 -1.34715901589744 -6.08099407523348
NA20778 NA20778 -0.0121396 0.0252445 0.00584013 -0.0205301 -0.00154728 -0.00628162 -0.0183636 -0.0220118 -0.0145105 -0.000896221 1.47258649631128 -12.4923515633161
NA20783 NA20783 -0.0123146 0.0251398 0.00538662 -0.0196049 -0.000382531 -0.00732716 -0.0212835 -0.0244881 -0.0140042 -0.000709081 -0.127270034955056 -8.55803047823891
NA20785 NA20785 -0.01217 0.024933 0.00543297 -0.0190379 -0.0018859 -0.0086586 -0.0204177 -0.0244862 -0.0153088 -0.00215567 -1.05890758767884 -10.5433808814431
NA20786 NA20786 -0.0122101 0.024875 0.00530903 -0.0191206 -0.000867799 -0.00735264 -0.0235619 -0.0263303 -0.0118477 -0.000776916 -0.904196216400559 -14.8980989517987
NA20787 NA20787 -0.0118294 0.0249627 0.00563434 -0.0194887 -0.00115031 -0.00828885 -0.022702 -0.0269559 -0.0132047 -0.000729372 -0.341198563300329 -2.19822519879257
NA20790 NA20790 -0.0120988 0.0247645 0.00528622 -0.019911 -0.00178279 -0.00847111 -0.0202361 -0.024168 -0.0137766 -0.0017132 -1.0717369572799 -5.93257944398451
NA20792 NA20792 -0.0125262 0.0244109 0.00671432 -0.0195771 0.00295209 -0.00278497 -0.0240943 -0.0261533 0.0139337 -0.00324645 0.783600982943651 -16.043864173472
NA20795 NA20795 -0.0119685 0.0251903 0.00596009 -0.01938 -0.000799991 -0.00874094 -0.0244381 -0.0278387 -0.0098416 -0.00267358 1.57425792675602 -13.3781469111189
NA20796 NA20796 -0.0122882 0.0245667 0.00655498 -0.0207245 0.00471683 0.00217281 -0.0254199 -0.0258897 0.0248093 -0.002275 0.261900019844289 -2.75178856010333
NA20797 NA20797 -0.0120348 0.024518 0.00479934 -0.0191741 -0.00235769 -0.00858973 -0.0198334 -0.0217379 -0.0176813 -0.00151168 -0.24204071788621 -6.56824360408735
NA20798 NA20798 -0.012349 0.0249005 0.0056629 -0.0198349 -0.000117511 -0.00653169 -0.0242397 -0.0284964 -0.00313835 -0.00170721 0.461254940951905 -0.70442100854108
NA20799 NA20799 -0.0121695 0.0251767 0.00614263 -0.0203359 -0.00011715 -0.00670305 -0.0249625 -0.0298911 -0.000907848 -0.00271115 0.580873121143488 -0.412914762355271
NA20800 NA20800 -0.0123071 0.0242988 0.0064867 -0.0200532 0.00302541 -0.00209914 -0.024435 -0.0253765 0.0149313 -0.00167185 -0.841763411861675 2.2784626892826
NA20801 NA20801 -0.0121896 0.02502 0.00638264 -0.0194483 0.00169479 -0.00222014 -0.0224936 -0.0263789 0.00703951 -0.00029395 2.16894316739189 -12.90304141453
NA20802 NA20802 -0.0123165 0.0245602 0.00833304 -0.0226986 0.00657174 0.00349983 -0.0293467 -0.0306444 0.0591615 -0.00606227 0.205540746799308 -9.02370052996935
NA20803 NA20803 -0.0124452 0.0254407 0.00668089 -0.0206653 0.000512344 -0.00393984 -0.0195394 -0.0231242 0.00466007 -0.00225561 0.405817074309484 -1.52065951957844
NA20804 NA20804 -0.0120802 0.024718 0.00577601 -0.019766 -0.000168801 -0.00557971 -0.0209435 -0.0251445 0.00109671 -0.00229352 0.145777213457261 0.316682924472607
NA20805 NA20805 -0.0120781 0.0252108 0.00658443 -0.0213125 0.000655251 -0.00593917 -0.0220873 -0.0275457 -0.000375219 -0.00366935 -1.30715055850096 -11.4587257129213
NA20806 NA20806 -0.0120665 0.0250587 0.00590458 -0.0199028 0.00022078 -0.00612187 -0.0235587 -0.0270792 0.000350707 -0.00181894 -0.425030420508828 -6.67980054838559
NA20807 NA20807 -0.0122946 0.025052 0.00530582 -0.0197761 -0.00126787 -0.00808607 -0.0217303 -0.0246579 -0.0188873 -0.00159116 -1.09541455967858 -8.27728754876722
NA20808 NA20808 -0.0122386 0.024801 0.00559832 -0.0191921 -0.00167281 -0.00985128 -0.0203277 -0.0236611 -0.0226615 -0.00139752 -0.138292594147935 -0.215663571870146
NA20809 NA20809 -0.0119988 0.0249613 0.00526877 -0.0199329 -0.00279162 -0.00877307 -0.0225353 -0.026858 -0.0207959 -0.00260314 0.955301598073082 -5.08552633927216
NA20810 NA20810 -0.0120958 0.0250611 0.00551976 -0.0193091 -0.00154542 -0.00786318 -0.0215716 -0.0252052 -0.0185329 -0.00122686 -1.39410383902455 -2.71412669862218
NA20811 NA20811 -0.012081 0.0251638 0.00516012 -0.0187849 -0.00230406 -0.0100002 -0.0202612 -0.0235248 -0.0225023 -0.000516614 0.318535527686827 3.25818676093724
NA20812 NA20812 -0.0123378 0.0248928 0.00593478 -0.0189119 -0.00287722 -0.0097569 -0.0181591 -0.0239392 -0.0218662 -0.0023044 -1.77626720443228 -10.1671575084643
NA20813 NA20813 -0.0122304 0.0248622 0.00536372 -0.0183495 -0.00190717 -0.0105271 -0.0202676 -0.0230031 -0.0218656 -0.00171159 0.702234399365163 -4.83660757836595
NA20814 NA20814 -0.0120981 0.0246262 0.00527035 -0.0189991 -0.00181364 -0.00847374 -0.020506 -0.0241745 -0.0229157 -0.000585247 -0.0627700865113922 -12.9675493895847
NA20815 NA20815 -0.0119946 0.0247769 0.00571524 -0.0193304 -0.00208362 -0.0104845 -0.0209471 -0.022889 -0.0220111 -0.00301196 0.600535893904373 -6.01613337216653
NA20818 NA20818 -0.0123714 0.0247608 0.00490066 -0.0186257 -0.0021741 -0.0103426 -0.0204434 -0.0245822 -0.0192872 -0.0038637 0.885123358431088 -3.80283467652457
NA20819 NA20819 -0.0121717 0.0247388 0.00512213 -0.0189481 -0.0011761 -0.00643057 -0.0173765 -0.0206278 -0.0173354 -0.0022734 -0.566427870641187 -6.22323901651989
NA20821 NA20821 -0.0123837 0.0247516 0.00543958 -0.0183772 -0.0021727 -0.0102846 -0.0186249 -0.0221619 -0.0237126 -0.000161028 -1.03032014586118 -1.91954410633
NA20822 NA20822 -0.0125421 0.0247189 0.00496311 -0.0188609 -0.0030471 -0.0105711 -0.0194551 -0.0230636 -0.0243456 -0.000543711 0.48567394182513 -18.4655577132936
NA20826 NA20826 -0.0123328 0.0248528 0.00499967 -0.0191603 -0.00259843 -0.0100245 -0.0195378 -0.021519 -0.0242887 -0.00209072 -1.52690333202314 8.00689566906288
NA20827 NA20827 -0.0123226 0.0245096 0.00449776 -0.0179972 -0.000819781 -0.00904128 -0.0182814 -0.0212374 -0.0214155 0.000356418 -0.383351427632085 -5.03442768616215
NA20828 NA20828 -0.0120678 0.0247154 0.00507931 -0.0188062 -0.00249549 -0.00978489 -0.0213917 -0.0261712 -0.0227615 -0.00245028 -0.0645789475460878 -6.69055444116216
NA20832 NA20832 -0.012251 0.0242733 0.00509333 -0.0181048 -0.00130814 -0.0100421 -0.0172992 -0.0202326 -0.0220442 0.000516699 0.117509627409806 -9.45987014100442
